valorSim - custoSim,v0,custoSim,valorSim,QProj,QProjNovos,QProje,Qproja,QProjDiv,QProjDiva,QProjDive,QProjnDiv,TCongP,TCongReP,NecRecP,NecRecPa,NecRecPe,OrTotal,QRecMax,QProjCong,QProjCongE,QProjCongA,RetMnTotalProj,RetMxTotalProj,RetMnTotalA,RetMxTotalA,DesemMxProj,DesemMnProj,VPLMnTotal,VPLMxTotal,CustoMnTotal,CustoMxTotal,VPLMnTotalA,VPLMxTotalA,VPLMnTotalE,VPLMxTotalE,CustoMnTotalCong,CustoMxTotalCong,
-23.50,57.14,23.50,0.00,8.00,0.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,6.00,22.05,33.03,88.20,28.79,5.15,5.00,2.00,1.00,0.00,0.00,0.00,0.00,180.60,36.24,83.08,360.79,0.00,0.00,0.00,0.00,83.08,360.79,52.98,261.17,
-23.50,56.74,23.50,0.00,8.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,25.56,36.12,102.26,21.17,6.10,4.00,2.00,1.00,102.14,336.65,306.42,1009.95,178.36,40.62,113.34,455.75,51.07,168.33,51.07,504.98,113.34,455.75,73.72,346.84,
124.71,57.08,48.06,172.77,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,21.95,33.25,76.81,20.90,7.01,4.00,2.00,1.00,76.61,459.27,229.83,1377.80,204.19,41.79,95.75,460.66,38.30,229.63,38.30,688.90,95.75,460.66,63.50,356.89,
131.96,57.45,49.10,181.06,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,4.00,25.02,42.57,87.56,14.78,7.89,3.00,1.00,1.00,52.44,298.22,157.31,894.67,183.22,37.97,90.00,397.43,26.22,149.11,26.22,447.34,90.00,397.43,45.75,237.11,
85.50,57.60,55.32,140.82,8.00,1.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,31.66,66.97,126.64,9.63,7.55,3.00,1.00,1.00,11.92,103.11,35.77,309.33,173.90,36.59,96.75,393.85,5.96,51.56,5.96,154.67,96.75,393.85,34.64,156.42,
-37.11,57.12,60.47,23.36,9.00,2.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,4.00,33.17,79.56,149.25,2.17,7.54,4.00,2.00,1.00,132.82,363.38,398.46,1090.14,218.30,50.41,155.72,566.75,66.41,181.69,66.41,545.07,155.72,566.75,63.38,259.36,
150.68,57.59,60.83,211.51,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,30.09,80.24,120.35,11.72,7.28,3.00,1.00,1.00,87.10,353.53,261.29,1060.59,195.52,35.54,110.29,509.18,43.55,176.77,43.55,530.30,110.29,509.18,53.87,229.23,
52.73,57.57,58.28,111.01,9.00,3.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,4.00,28.03,84.08,126.12,17.72,5.81,4.00,2.00,1.00,122.60,623.46,367.80,1870.37,213.82,36.29,126.46,645.31,61.30,311.73,61.30,935.18,126.46,645.31,76.97,339.65,
207.39,58.31,52.38,259.77,8.00,0.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,30.79,82.11,123.17,15.09,6.86,3.00,1.00,1.00,0.00,0.00,0.00,0.00,229.54,40.53,97.19,486.68,0.00,0.00,0.00,0.00,97.19,486.68,41.81,191.88,
-55.01,57.75,55.01,0.00,10.00,3.00,5.00,3.00,4.00,1.00,2.00,6.00,0.00,4.00,48.94,163.12,244.68,-12.54,8.25,4.00,2.00,1.00,138.73,668.19,416.20,2004.58,222.33,41.88,154.72,737.44,69.37,334.10,69.37,1002.29,154.72,737.44,68.72,298.71,
203.10,58.47,65.42,268.52,8.00,1.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,2.00,38.56,73.68,154.22,4.14,8.23,2.00,1.00,0.00,49.74,400.52,149.23,1201.57,201.30,38.22,103.08,514.83,24.87,200.26,24.87,600.78,103.08,514.83,23.89,135.50,
75.34,58.56,62.98,138.32,8.00,1.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,4.00,35.46,54.47,141.83,7.45,7.82,4.00,2.00,1.00,3.72,35.39,11.16,106.18,158.19,30.98,102.09,435.52,1.86,17.70,1.86,53.09,102.09,435.52,41.66,238.32,
-62.55,57.95,62.55,0.00,10.00,7.00,5.00,3.00,6.00,2.00,3.00,4.00,1.00,6.00,34.36,65.89,171.78,3.38,6.66,5.00,2.00,1.00,284.93,1188.51,854.78,3565.52,162.95,31.15,163.79,712.75,142.46,594.25,142.46,1782.76,163.79,712.75,69.37,408.72,
347.00,59.40,66.72,413.73,5.00,1.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,4.00,22.53,24.27,56.32,34.78,7.04,3.00,1.00,1.00,24.94,161.81,74.83,485.42,153.26,25.19,45.80,247.28,12.47,80.90,12.47,242.71,45.80,247.28,32.66,158.08,
61.58,59.41,15.89,77.47,5.00,0.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,4.00,18.96,25.10,47.39,37.88,6.42,3.00,1.00,1.00,0.00,0.00,0.00,0.00,188.44,29.52,41.56,217.92,0.00,0.00,0.00,0.00,41.56,217.92,28.25,173.54,
-12.25,59.05,12.25,0.00,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,3.00,15.19,24.59,45.58,44.67,4.22,2.00,1.00,0.00,47.45,242.54,142.35,727.63,170.20,26.64,52.15,281.23,23.72,121.27,23.72,363.81,52.15,281.23,30.86,143.05,
105.13,59.28,11.47,116.60,4.00,1.00,2.00,1.00,3.00,1.00,1.00,1.00,0.00,3.00,13.72,16.60,27.45,47.78,5.56,3.00,1.00,1.00,25.52,91.39,76.57,274.17,169.17,34.08,37.68,155.46,12.76,45.70,12.76,137.09,37.68,155.46,24.91,109.77,
18.56,59.08,15.73,34.29,5.00,0.00,2.00,1.00,5.00,1.00,2.00,0.00,0.00,4.00,17.78,16.58,44.45,35.84,6.83,4.00,2.00,1.00,0.00,0.00,0.00,0.00,190.96,33.01,43.15,208.43,0.00,0.00,0.00,0.00,43.15,208.43,38.27,193.36,
-13.98,58.71,13.98,0.00,6.00,0.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,3.00,16.28,17.27,48.84,38.13,5.31,3.00,1.00,1.00,0.00,0.00,0.00,0.00,197.76,35.18,56.04,274.22,0.00,0.00,0.00,0.00,56.04,274.22,34.59,170.11,
-18.38,58.33,18.38,0.00,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,15.37,20.78,46.12,34.75,5.88,4.00,2.00,1.00,33.23,92.42,99.70,277.25,194.68,31.57,69.58,350.67,16.62,46.21,16.62,138.62,69.58,350.67,56.52,269.69,
-26.16,57.90,35.35,9.19,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,25.79,36.38,90.26,17.93,7.44,4.00,2.00,1.00,95.35,603.56,286.05,1810.69,186.61,29.68,86.29,479.80,47.67,301.78,47.67,905.35,86.29,479.80,61.10,348.82,
-3.56,57.60,52.07,48.51,8.00,1.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,28.48,50.07,113.92,18.32,6.46,3.00,1.00,1.00,69.97,475.16,209.91,1425.49,183.37,31.85,98.70,523.10,34.98,237.58,34.98,712.74,98.70,523.10,51.38,292.16,
126.73,57.94,40.89,167.62,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,28.31,53.23,113.26,22.61,5.92,3.00,1.00,1.00,54.63,184.18,163.88,552.54,140.73,29.17,95.09,392.63,27.31,92.09,27.31,276.27,95.09,392.63,34.79,129.70,
21.40,57.76,47.49,68.89,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,29.16,48.71,116.63,19.07,6.37,4.00,2.00,1.00,109.38,378.90,328.14,1136.71,172.11,33.02,114.79,497.76,54.69,189.45,54.69,568.35,114.79,497.76,56.33,250.97,
38.19,57.66,38.50,76.70,8.00,4.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,5.00,30.00,48.72,120.02,16.26,6.72,5.00,2.00,1.00,169.36,692.20,508.08,2076.59,176.83,31.83,118.96,552.82,84.68,346.10,84.68,1038.29,118.96,552.82,71.92,302.82,
159.12,58.17,33.98,193.10,6.00,2.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,4.00,15.68,27.10,47.03,35.89,5.69,4.00,2.00,1.00,53.13,394.77,159.38,1184.32,157.76,23.63,56.20,338.91,26.56,197.39,26.56,592.16,56.20,338.91,33.18,195.69,
146.35,58.61,26.98,173.32,5.00,1.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,4.00,26.33,30.35,65.82,22.14,9.57,4.00,2.00,1.00,17.50,91.50,52.49,274.51,146.55,20.95,48.24,231.42,8.75,45.75,8.75,137.25,48.24,231.42,41.93,179.49,
10.00,58.37,24.77,34.77,5.00,1.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,3.00,14.91,15.92,37.27,40.57,5.89,3.00,1.00,1.00,55.53,235.81,166.60,707.43,99.65,19.87,52.18,215.20,27.77,117.90,27.77,353.71,52.18,215.20,40.29,178.86,
-27.28,57.94,27.28,0.00,6.00,3.00,3.00,2.00,6.00,2.00,3.00,0.00,1.00,5.00,26.95,37.63,80.86,15.32,9.11,5.00,2.00,1.00,103.36,449.38,310.07,1348.14,136.80,21.65,75.47,347.35,51.68,224.69,51.68,674.07,75.47,347.35,58.99,298.15,
127.85,58.29,54.68,182.53,5.00,2.00,2.00,1.00,5.00,1.00,2.00,0.00,0.00,5.00,27.79,27.15,69.48,28.85,8.23,5.00,2.00,1.00,41.99,194.84,125.97,584.52,204.67,30.85,53.64,292.66,20.99,97.42,20.99,292.26,53.64,292.66,53.64,292.66,
-8.89,57.95,32.44,23.54,6.00,2.00,3.00,2.00,6.00,2.00,3.00,0.00,0.00,6.00,32.44,38.13,97.32,17.92,8.68,5.00,2.00,1.00,59.86,380.99,179.58,1142.97,240.50,39.02,73.54,406.14,29.93,190.50,29.93,571.49,73.54,406.14,66.89,336.02,
82.60,58.08,32.34,114.94,5.00,0.00,2.00,1.00,5.00,1.00,2.00,0.00,0.00,5.00,27.87,29.67,69.68,26.02,8.80,5.00,2.00,1.00,0.00,0.00,0.00,0.00,225.10,52.75,69.78,268.30,0.00,0.00,0.00,0.00,69.78,268.30,69.78,268.30,
-25.05,57.66,25.05,0.00,7.00,0.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,3.00,32.41,47.50,113.44,9.55,8.64,3.00,1.00,1.00,0.00,0.00,0.00,0.00,232.84,45.74,96.71,397.48,0.00,0.00,0.00,0.00,96.71,397.48,62.68,197.86,
-31.61,57.21,31.61,0.00,6.00,2.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,5.00,39.37,60.18,118.10,1.91,11.35,5.00,2.00,1.00,145.69,539.40,437.06,1618.19,250.33,42.78,113.61,476.97,72.84,269.70,72.84,809.10,113.61,476.97,105.18,408.89,
199.45,57.93,68.09,267.53,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,30.72,41.96,92.16,17.70,8.72,4.00,2.00,1.00,50.88,118.70,152.64,356.10,201.03,29.50,70.25,336.48,25.44,59.35,25.44,178.05,70.25,336.48,57.68,247.02,
11.24,57.69,51.98,63.22,6.00,2.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,32.71,36.22,98.14,20.48,8.25,4.00,2.00,1.00,71.47,398.09,214.41,1194.27,250.14,33.79,78.53,463.46,35.74,199.05,35.74,597.14,78.53,463.46,56.27,336.66,
91.98,57.86,49.62,141.59,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,17.54,20.07,52.62,41.38,4.77,3.00,1.00,1.00,35.00,207.46,105.00,622.39,207.00,30.21,65.58,378.60,17.50,103.73,17.50,311.20,65.58,378.60,34.95,200.85,
54.52,57.85,26.54,81.07,7.00,0.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,2.00,19.96,28.92,69.86,32.78,5.32,2.00,1.00,0.00,0.00,0.00,0.00,0.00,168.47,23.34,62.36,382.85,0.00,0.00,0.00,0.00,62.36,382.85,17.93,132.69,
-32.09,57.40,32.09,0.00,7.00,3.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,4.00,20.79,28.86,72.76,30.63,5.62,3.00,1.00,1.00,106.70,683.39,320.11,2050.16,247.84,31.78,86.59,580.29,53.35,341.69,53.35,1025.08,86.59,580.29,32.79,240.51,
184.90,58.03,39.47,224.36,6.00,2.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,27.23,36.63,81.70,23.07,7.82,4.00,2.00,1.00,53.21,424.77,159.64,1274.32,234.25,28.26,58.15,404.84,26.61,212.39,26.61,637.16,58.15,404.84,49.24,345.05,
95.21,58.22,47.03,142.24,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,27.55,32.15,82.65,36.24,5.63,4.00,2.00,1.00,7.57,43.07,22.71,129.21,202.04,32.60,54.96,291.42,3.78,21.54,3.78,64.61,54.96,291.42,42.45,244.05,
-20.28,57.83,33.86,13.58,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,26.16,37.97,91.57,17.63,7.48,4.00,2.00,1.00,50.48,213.74,151.44,641.22,197.15,38.59,89.18,402.19,25.24,106.87,25.24,320.61,89.18,402.19,58.55,318.46,
28.07,57.68,50.61,78.68,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,6.00,24.36,30.01,73.08,22.01,8.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,226.46,47.29,92.56,420.98,0.00,0.00,0.00,0.00,92.56,420.98,57.16,332.39,
-40.95,57.19,40.95,0.00,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,6.00,26.63,42.92,106.50,14.50,6.94,5.00,2.00,1.00,169.68,926.55,509.04,2779.66,201.91,46.49,143.39,639.33,84.84,463.28,84.84,1389.83,143.39,639.33,81.77,490.51,
339.23,58.60,48.46,387.68,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,3.00,31.89,46.61,111.60,9.55,8.64,3.00,1.00,1.00,96.80,284.48,290.41,853.45,150.70,39.26,93.59,311.44,48.40,142.24,48.40,426.72,93.59,311.44,28.24,132.72,
110.84,58.86,39.86,150.70,5.00,1.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,29.84,31.00,74.61,23.90,9.22,2.00,1.00,0.00,14.19,115.44,42.57,346.32,172.43,49.71,63.51,217.83,7.10,57.72,7.10,173.16,63.51,217.83,26.06,119.58,
-28.64,58.42,46.20,17.56,6.00,0.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,23.55,28.54,70.66,30.28,6.62,2.00,1.00,0.00,0.00,0.00,0.00,0.00,180.09,47.46,76.31,255.67,0.00,0.00,0.00,0.00,76.31,255.67,29.63,106.26,
-36.05,57.95,36.05,0.00,7.00,1.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,28.18,42.12,98.62,18.52,7.35,2.00,1.00,0.00,79.30,257.94,237.89,773.82,201.76,51.11,117.81,399.43,39.65,128.97,39.65,386.91,117.81,399.43,45.35,157.01,
94.85,58.13,51.58,146.44,8.00,2.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,3.00,23.29,37.96,93.16,23.30,5.84,2.00,1.00,0.00,80.36,233.77,241.08,701.31,195.34,44.33,116.16,416.26,40.18,116.88,40.18,350.65,116.16,416.26,15.72,83.90,
-28.56,57.70,46.28,17.72,8.00,2.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,3.00,33.29,50.97,133.16,9.55,7.56,2.00,1.00,0.00,137.34,325.49,412.03,976.46,217.38,46.15,135.93,483.74,68.67,162.74,68.67,488.23,135.93,483.74,15.92,74.88,
104.30,57.93,60.45,164.76,8.00,1.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,3.00,39.12,58.33,156.49,9.71,7.54,2.00,1.00,0.00,62.21,191.44,186.64,574.33,204.04,38.60,106.73,467.88,31.11,95.72,31.11,287.16,106.73,467.88,21.74,91.29,
24.57,57.76,60.29,84.86,9.00,2.00,4.00,3.00,3.00,1.00,1.00,6.00,0.00,4.00,38.87,64.63,174.91,0.57,7.71,3.00,1.00,1.00,60.97,261.37,182.92,784.12,200.29,33.05,111.61,567.62,30.49,130.69,30.49,392.06,111.61,567.62,36.97,153.48,
56.35,57.76,69.43,125.78,9.00,3.00,4.00,3.00,2.00,0.00,1.00,7.00,0.00,2.00,30.84,51.30,138.77,12.81,6.35,2.00,1.00,0.00,111.26,724.85,333.78,2174.54,198.89,32.01,116.57,650.35,55.63,362.42,55.63,1087.27,116.57,650.35,8.53,33.46,
236.17,58.65,57.19,293.36,8.00,1.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,2.00,26.33,38.47,105.32,28.89,5.14,2.00,1.00,0.00,67.50,379.76,202.51,1139.29,178.37,31.15,99.01,493.51,33.75,189.88,33.75,569.65,99.01,493.51,11.71,45.15,
-41.21,58.15,41.21,0.00,10.00,5.00,5.00,3.00,3.00,1.00,1.00,7.00,0.00,4.00,35.57,75.78,177.86,11.52,5.85,3.00,1.00,1.00,194.42,873.09,583.26,2619.28,185.27,35.15,150.03,717.46,97.21,436.55,97.21,1309.64,150.03,717.46,21.32,97.61,
265.69,59.19,54.83,320.51,7.00,2.00,3.00,2.00,1.00,0.00,0.00,6.00,0.00,1.00,32.11,54.28,112.37,12.98,8.15,1.00,0.00,0.00,62.85,499.94,188.56,1499.82,191.31,31.72,81.65,455.78,31.43,249.97,31.43,749.91,81.65,455.78,5.24,28.84,
143.31,59.61,53.37,196.69,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,2.00,23.10,32.74,80.84,28.23,5.97,2.00,1.00,0.00,21.69,133.83,65.06,401.49,165.64,33.93,78.87,333.35,10.84,66.91,10.84,200.74,78.87,333.35,13.68,61.11,
17.70,59.40,38.22,55.92,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,30.33,42.56,106.16,16.19,7.69,4.00,2.00,1.00,115.19,358.88,345.57,1076.65,208.36,39.30,113.06,482.24,57.60,179.44,57.60,538.33,113.06,482.24,45.86,248.43,
134.33,59.77,44.21,178.55,7.00,2.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,6.00,34.58,44.77,121.04,7.69,8.90,5.00,2.00,1.00,52.31,341.19,156.94,1023.58,225.06,36.48,91.99,499.01,26.16,170.60,26.16,511.79,91.99,499.01,62.92,344.88,
95.32,59.95,45.07,140.39,6.00,2.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,32.22,41.87,96.67,11.92,9.68,3.00,1.00,1.00,72.57,358.36,217.71,1075.07,198.23,32.78,79.18,396.99,36.28,179.18,36.28,537.53,79.18,396.99,50.21,231.98,
114.45,60.22,50.54,164.98,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,1.00,32.18,53.29,96.55,19.93,8.34,1.00,0.00,0.00,49.31,264.07,147.93,792.22,256.02,46.42,78.81,403.49,24.66,132.04,24.66,396.11,78.81,403.49,15.87,80.20,
82.02,60.33,29.14,111.16,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,2.00,34.91,71.82,104.73,23.85,7.69,2.00,1.00,0.00,7.89,74.61,23.66,223.83,210.61,31.91,54.36,318.94,3.94,37.31,3.94,111.92,54.36,318.94,10.86,74.54,
12.66,60.09,19.48,32.14,6.00,2.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,1.00,22.68,47.36,68.03,35.23,5.80,1.00,0.00,0.00,73.51,403.18,220.54,1209.53,182.77,30.28,64.59,348.63,36.76,201.59,36.76,604.76,64.59,348.63,10.90,51.23,
149.43,60.54,21.69,171.12,4.00,0.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,3.00,24.13,23.34,48.27,32.36,9.41,2.00,1.00,0.00,0.00,0.00,0.00,0.00,285.74,38.25,38.34,233.20,0.00,0.00,0.00,0.00,38.34,233.20,18.63,123.89,
-27.56,60.10,27.56,0.00,6.00,0.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,30.43,34.35,91.28,20.59,8.24,2.00,1.00,0.00,0.00,0.00,0.00,0.00,307.48,40.53,63.53,378.62,0.00,0.00,0.00,0.00,63.53,378.62,21.20,130.85,
-39.13,59.60,39.13,0.00,8.00,1.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,2.00,38.95,58.49,155.80,8.91,7.64,2.00,1.00,0.00,48.97,280.97,146.91,842.90,274.51,37.29,89.03,522.83,24.49,140.48,24.49,421.45,89.03,522.83,21.35,105.53,
29.54,59.45,50.71,80.25,8.00,1.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,33.18,53.71,132.72,20.06,6.24,3.00,1.00,1.00,35.69,138.90,107.07,416.71,217.23,34.68,87.39,450.57,17.84,69.45,17.84,208.36,87.39,450.57,31.06,157.80,
23.14,59.27,45.70,68.84,8.00,2.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,37.45,56.19,149.81,14.99,6.88,4.00,2.00,1.00,76.15,333.93,228.44,1001.79,221.19,32.72,95.14,534.84,38.07,166.96,38.07,500.89,95.14,534.84,50.32,263.09,
92.11,59.44,55.01,147.12,8.00,1.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,24.91,38.38,99.63,26.37,5.45,3.00,1.00,1.00,25.94,177.31,77.83,531.94,198.95,28.17,81.96,528.08,12.97,88.66,12.97,265.97,81.96,528.08,21.14,151.58,
14.06,59.21,43.73,57.79,9.00,3.00,4.00,3.00,2.00,0.00,1.00,7.00,0.00,2.00,17.66,36.64,79.46,36.56,3.72,2.00,1.00,0.00,138.72,989.91,416.15,2969.73,183.93,30.49,109.76,670.81,69.36,494.96,69.36,1484.87,109.76,670.81,12.02,86.60,
382.40,60.83,33.64,416.04,8.00,3.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,3.00,13.96,22.97,55.85,43.95,3.26,2.00,1.00,0.00,43.08,277.94,129.25,833.82,180.27,32.45,75.38,381.65,21.54,138.97,21.54,416.91,75.38,381.65,22.87,163.19,
18.13,60.61,26.05,44.19,7.00,1.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,3.00,22.62,34.66,79.15,27.02,6.14,2.00,1.00,0.00,50.44,149.25,151.32,447.76,251.61,48.52,97.97,437.12,25.22,74.63,25.22,223.88,97.97,437.12,31.95,160.92,
41.44,60.52,31.17,72.61,8.00,1.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,2.00,33.72,74.95,134.88,9.92,7.51,1.00,0.00,0.00,21.44,47.00,64.33,140.99,237.40,42.43,95.67,470.41,10.72,23.50,10.72,70.49,95.67,470.41,21.41,129.48,
-26.04,60.08,48.27,22.23,8.00,1.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,3.00,29.70,52.16,118.79,11.40,7.32,2.00,1.00,0.00,35.44,245.67,106.33,737.01,218.30,36.77,105.48,559.40,17.72,122.83,17.72,368.50,105.48,559.40,39.81,201.78,
12.99,59.85,58.60,71.59,9.00,3.00,4.00,3.00,3.00,1.00,1.00,6.00,0.00,5.00,47.59,75.84,214.16,-15.50,9.50,3.00,1.00,1.00,189.52,937.05,568.57,2811.16,235.72,44.65,154.93,732.42,94.76,468.53,94.76,1405.58,154.93,732.42,72.15,354.84,
362.56,61.36,57.29,419.86,7.00,1.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,43.22,66.19,151.27,7.06,8.99,2.00,1.00,0.00,12.38,79.90,37.13,239.69,229.48,38.52,81.81,408.83,6.19,39.95,6.19,119.85,81.81,408.83,27.77,122.83,
-13.17,60.99,49.25,36.08,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,2.00,51.25,76.84,205.00,-11.62,10.20,2.00,1.00,0.00,96.25,419.68,288.76,1259.04,292.82,51.43,133.66,621.03,48.13,209.84,48.13,629.52,133.66,621.03,38.54,202.64,
133.94,61.35,47.25,181.18,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,1.00,25.12,31.35,75.37,31.21,6.46,1.00,0.00,0.00,29.45,120.73,88.35,362.20,321.76,49.14,84.50,473.21,14.73,60.37,14.73,181.10,84.50,473.21,3.52,17.61,
25.29,61.17,28.14,53.43,6.00,2.00,3.00,2.00,1.00,0.00,0.00,5.00,0.00,1.00,28.96,36.50,86.87,25.96,7.34,1.00,0.00,0.00,118.08,674.95,354.25,2024.85,246.92,36.19,91.68,530.11,59.04,337.47,59.04,1012.42,91.68,530.11,4.78,26.19,
292.09,62.33,44.24,336.33,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,20.95,27.12,62.85,34.97,5.84,3.00,1.00,1.00,14.41,74.88,43.22,224.65,203.05,27.99,50.78,312.56,7.20,37.44,7.20,112.33,50.78,312.56,19.13,115.35,
-3.03,62.00,35.13,32.10,7.00,0.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,35.65,47.37,124.76,16.23,7.68,3.00,1.00,1.00,0.00,0.00,0.00,0.00,223.55,31.15,75.51,452.77,0.00,0.00,0.00,0.00,75.51,452.77,20.32,131.34,
-42.85,61.48,42.85,0.00,8.00,4.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,36.92,56.68,147.70,11.12,7.36,3.00,1.00,1.00,153.13,937.73,459.38,2813.20,198.23,26.93,105.93,639.84,76.56,468.87,76.56,1406.60,105.93,639.84,29.73,174.07,
366.18,63.00,47.48,413.66,5.00,1.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,4.00,11.53,14.73,28.83,53.06,3.39,4.00,2.00,1.00,22.77,117.80,68.32,353.40,167.67,26.41,44.47,247.15,11.39,58.90,11.39,176.70,44.47,247.15,39.77,225.90,
53.56,62.95,4.82,58.39,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,2.00,15.68,24.18,47.05,46.85,3.86,2.00,1.00,0.00,46.56,221.91,139.69,665.73,160.32,27.08,54.19,281.12,23.28,110.95,23.28,332.86,54.19,281.12,30.45,133.88,
74.06,63.01,11.14,85.20,5.00,1.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,3.00,11.28,12.42,28.20,52.16,3.57,3.00,1.00,1.00,19.32,79.87,57.96,239.61,94.00,19.45,32.18,138.14,9.66,39.94,9.66,119.81,32.18,138.14,16.23,63.23,
23.82,62.81,15.02,38.84,6.00,0.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,4.00,20.26,23.72,60.78,34.64,5.89,4.00,2.00,1.00,0.00,0.00,0.00,0.00,148.38,22.51,43.96,232.14,0.00,0.00,0.00,0.00,43.96,232.14,33.19,176.11,
-32.63,62.34,32.63,0.00,7.00,3.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,6.00,24.71,33.03,86.48,31.66,5.48,6.00,3.00,2.00,81.13,352.66,243.39,1057.99,155.72,26.92,70.04,340.81,40.57,176.33,40.57,528.99,70.04,340.81,58.18,273.18,
141.52,62.73,31.85,173.37,6.00,0.00,3.00,2.00,6.00,2.00,3.00,0.00,0.00,5.00,25.26,28.24,75.78,37.18,5.47,5.00,2.00,1.00,0.00,0.00,0.00,0.00,175.14,33.82,54.79,268.31,0.00,0.00,0.00,0.00,54.79,268.31,45.37,228.92,
-24.11,62.30,24.11,0.00,7.00,1.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,5.00,27.34,35.12,95.70,27.47,6.08,5.00,2.00,1.00,68.61,354.06,205.84,1062.17,193.06,34.76,81.37,420.59,34.31,177.03,34.31,531.08,81.37,420.59,54.77,289.86,
