valorSim - custoSim,v0,custoSim,valorSim,QProj,QProjNovos,QProje,Qproja,QProjDiv,QProjDiva,QProjDive,QProjnDiv,TCongP,TCongReP,NecRecP,NecRecPa,NecRecPe,OrTotal,QRecMax,QProjCong,QProjCongE,QProjCongA,RetMnTotalProj,RetMxTotalProj,RetMnTotalA,RetMxTotalA,DesemMxProj,DesemMnProj,VPLMnTotal,VPLMxTotal,CustoMnTotal,CustoMxTotal,VPLMnTotalA,VPLMxTotalA,VPLMnTotalE,VPLMxTotalE,CustoMnTotalCong,CustoMxTotalCong,
65.31,71.09,18.09,83.40,6.00,2.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,4.00,18.40,29.83,55.19,39.80,5.03,3.00,1.00,1.00,87.28,361.66,261.83,1084.98,211.10,38.37,79.32,372.78,43.64,180.83,43.64,542.49,79.32,372.78,29.72,141.93,
123.48,71.35,30.40,153.88,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,20.62,23.77,61.87,31.72,6.38,3.00,1.00,1.00,0.00,0.00,0.00,0.00,189.06,34.78,57.33,274.11,0.00,0.00,0.00,0.00,57.33,274.11,25.46,105.13,
-38.38,70.80,38.38,0.00,8.00,1.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,30.00,44.21,120.01,14.21,6.97,5.00,2.00,1.00,23.25,96.57,69.75,289.72,182.07,34.27,90.00,416.75,11.62,48.29,11.62,144.86,90.00,416.75,47.13,194.03,
3.62,70.46,42.79,46.41,9.00,3.00,4.00,3.00,6.00,2.00,3.00,3.00,0.00,5.00,35.03,58.51,157.66,3.59,7.38,5.00,2.00,1.00,157.61,776.19,472.82,2328.58,205.61,35.56,123.90,605.85,78.80,388.10,78.80,1164.29,123.90,605.85,58.44,242.90,
233.23,71.28,53.41,286.64,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,21.48,30.28,75.18,33.48,5.22,4.00,2.00,1.00,19.36,60.85,58.09,182.56,140.40,25.52,54.07,246.88,9.68,30.43,9.68,91.28,54.07,246.88,20.49,89.22,
-8.91,70.88,36.62,27.71,8.00,0.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,22.47,42.21,89.89,36.53,4.18,4.00,2.00,1.00,0.00,0.00,0.00,0.00,162.49,28.40,70.25,354.43,0.00,0.00,0.00,0.00,70.25,354.43,25.31,141.67,
-19.78,70.42,19.78,0.00,10.00,2.00,5.00,3.00,4.00,1.00,2.00,6.00,0.00,3.00,29.13,60.37,145.64,25.75,4.43,3.00,1.00,1.00,110.89,532.50,332.68,1597.51,192.34,33.14,111.16,567.08,55.45,266.25,55.45,798.75,111.16,567.08,17.91,95.81,
207.33,71.11,19.60,226.93,7.00,2.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,17.30,22.08,60.54,45.86,3.45,3.00,1.00,1.00,33.70,112.58,101.11,337.73,129.46,23.48,51.64,248.26,16.85,56.29,16.85,168.87,51.64,248.26,23.52,116.16,
37.26,70.94,12.13,49.39,6.00,3.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,17.31,22.85,51.92,43.80,4.37,2.00,1.00,0.00,53.31,327.89,159.92,983.66,229.76,37.94,59.52,337.20,26.65,163.94,26.65,491.83,59.52,337.20,15.65,104.88,
127.10,71.22,13.84,140.94,4.00,0.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,2.00,9.31,10.51,18.62,54.36,3.91,2.00,1.00,0.00,0.00,0.00,0.00,0.00,199.33,33.37,33.76,179.87,0.00,0.00,0.00,0.00,33.76,179.87,12.63,67.15,
-15.64,70.78,15.64,0.00,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,16.54,24.42,49.61,38.00,5.33,4.00,2.00,1.00,0.00,0.00,0.00,0.00,217.81,39.71,67.02,317.43,0.00,0.00,0.00,0.00,67.02,317.43,39.79,180.74,
-30.96,70.28,30.96,0.00,8.00,1.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,23.84,41.60,95.37,20.88,6.14,5.00,2.00,1.00,48.33,235.85,145.00,707.54,197.83,38.00,104.53,474.58,24.17,117.92,24.17,353.77,104.53,474.58,57.82,264.03,
38.38,70.12,47.88,86.26,9.00,4.00,4.00,3.00,7.00,2.00,3.00,2.00,0.00,6.00,32.04,60.95,144.18,0.87,7.68,6.00,3.00,2.00,170.21,704.00,510.63,2112.00,177.45,32.85,122.34,544.39,85.10,352.00,85.10,1056.00,122.34,544.39,85.03,362.34,
245.64,70.99,67.48,313.12,6.00,1.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,4.00,24.50,37.88,73.50,23.15,7.81,4.00,2.00,1.00,27.38,211.72,82.14,635.15,176.84,36.40,62.96,290.38,13.69,105.86,13.69,317.57,62.96,290.38,48.92,245.44,
47.38,70.88,46.54,93.92,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,28.73,33.41,86.18,25.60,7.40,4.00,2.00,1.00,0.00,0.00,0.00,0.00,171.02,37.47,67.95,257.77,0.00,0.00,0.00,0.00,67.95,257.77,51.16,208.67,
-44.50,70.30,44.50,0.00,8.00,1.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,25.39,42.67,101.57,19.90,6.26,5.00,2.00,1.00,57.90,154.43,173.69,463.29,176.11,39.00,112.73,421.75,28.95,77.22,28.95,231.65,112.73,421.75,74.38,288.62,
33.05,70.11,50.30,83.35,9.00,3.00,4.00,3.00,6.00,2.00,3.00,3.00,0.00,7.00,34.44,69.11,154.96,11.04,6.55,6.00,3.00,2.00,93.11,411.12,279.33,1233.37,217.48,38.16,124.52,581.24,46.55,205.56,46.55,616.68,124.52,581.24,74.02,400.65,
111.13,70.32,47.04,158.17,9.00,1.00,4.00,3.00,6.00,2.00,3.00,3.00,1.00,5.00,31.10,53.33,139.94,11.05,6.55,4.00,2.00,1.00,7.53,55.27,22.60,165.81,208.78,35.95,104.94,519.41,3.77,27.63,3.77,82.90,104.94,519.41,53.16,260.74,
-17.71,69.88,43.17,25.46,9.00,1.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,5.00,43.54,70.27,195.94,-9.21,8.80,4.00,2.00,1.00,24.26,76.26,72.79,228.79,261.85,40.94,124.96,655.18,12.13,38.13,12.13,114.40,124.96,655.18,62.19,367.00,
-69.06,69.18,69.06,0.00,9.00,3.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,6.00,39.68,67.39,178.54,-11.11,9.01,5.00,2.00,1.00,184.23,837.92,552.70,2513.76,259.78,37.61,158.60,869.70,92.12,418.96,92.12,1256.88,158.60,869.70,93.96,535.01,
259.36,70.13,69.32,328.69,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,29.61,41.88,103.62,5.58,9.20,3.00,1.00,1.00,60.57,432.30,181.70,1296.89,249.61,32.72,93.72,603.55,30.28,216.15,30.28,648.45,93.72,603.55,57.23,380.22,
136.97,70.47,50.18,187.16,7.00,3.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,2.00,32.61,44.73,114.13,9.34,8.67,2.00,1.00,0.00,118.27,820.85,354.82,2462.54,289.63,46.48,107.38,654.82,59.14,410.42,59.14,1231.27,107.38,654.82,47.92,259.80,
238.16,71.31,52.20,290.36,5.00,0.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,3.00,28.04,48.40,70.11,22.56,9.49,3.00,1.00,1.00,0.00,0.00,0.00,0.00,354.67,56.69,70.52,415.27,0.00,0.00,0.00,0.00,70.52,415.27,46.05,244.20,
-36.71,70.77,36.71,0.00,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,3.00,31.50,58.28,110.26,20.35,7.09,3.00,1.00,1.00,48.66,383.80,145.97,1151.39,275.74,45.14,100.61,583.57,24.33,191.90,24.33,575.70,100.61,583.57,42.50,191.39,
54.82,70.69,49.65,104.47,7.00,3.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,3.00,40.59,60.89,142.07,2.75,9.61,3.00,1.00,1.00,96.09,547.68,288.28,1643.04,255.72,48.13,121.52,587.23,48.05,273.84,48.05,821.52,121.52,587.23,46.03,176.25,
-8.89,70.29,67.35,58.46,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,30.34,46.52,106.18,12.86,8.16,3.00,1.00,1.00,61.99,369.88,185.97,1109.63,283.03,56.00,144.30,667.54,30.99,184.94,30.99,554.81,144.30,667.54,62.74,225.13,
114.45,70.51,57.24,171.69,8.00,4.00,4.00,2.00,4.00,1.00,2.00,4.00,1.00,4.00,45.70,72.34,182.79,-11.78,10.22,3.00,1.00,1.00,255.01,1057.70,765.02,3173.09,266.15,54.88,183.06,768.56,127.50,528.85,127.50,1586.54,183.06,768.56,91.22,299.21,
190.45,71.11,67.81,258.26,6.00,1.00,3.00,2.00,1.00,0.00,0.00,5.00,0.00,2.00,40.26,49.82,120.78,1.33,11.44,1.00,0.00,0.00,69.59,238.04,208.76,714.11,283.08,50.93,94.69,416.01,34.79,119.02,34.79,357.06,94.69,416.01,14.57,76.64,
56.42,71.04,68.77,125.19,7.00,1.00,3.00,2.00,1.00,0.00,0.00,6.00,0.00,2.00,36.32,48.11,127.13,22.15,6.84,1.00,0.00,0.00,26.81,112.21,80.44,336.64,257.99,43.58,82.56,433.07,13.41,56.11,13.41,168.32,82.56,433.07,19.76,101.56,
-5.18,70.66,45.23,40.05,7.00,2.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,3.00,36.65,57.25,128.29,17.13,7.55,2.00,1.00,0.00,72.68,390.71,218.03,1172.12,262.01,47.65,104.06,533.71,36.34,195.35,36.34,586.06,104.06,533.71,42.88,192.65,
111.95,70.86,46.73,158.68,6.00,1.00,3.00,2.00,1.00,0.00,0.00,5.00,0.00,1.00,31.09,40.44,93.28,25.41,7.43,1.00,0.00,0.00,44.17,327.19,132.51,981.58,329.37,56.25,99.01,543.18,22.08,163.60,22.08,490.79,99.01,543.18,15.15,49.33,
55.34,70.78,32.24,87.58,6.00,0.00,3.00,2.00,1.00,0.00,0.00,5.00,0.00,1.00,37.11,56.15,111.34,15.93,9.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,335.45,58.70,104.66,520.24,0.00,0.00,0.00,0.00,104.66,520.24,21.74,73.34,
-41.57,70.22,41.57,0.00,7.00,3.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,29.26,37.23,102.41,24.59,6.49,3.00,1.00,1.00,217.65,1049.70,652.94,3149.10,311.78,53.36,147.23,755.92,108.82,524.85,108.82,1574.55,147.23,755.92,46.41,167.07,
388.42,71.81,31.69,420.11,6.00,0.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,0.00,31.95,43.44,95.85,18.86,8.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.93,56.31,74.70,407.93,0.00,0.00,0.00,0.00,74.70,407.93,0.00,0.00,
-37.52,71.27,37.52,0.00,6.00,0.00,3.00,2.00,0.00,0.00,0.00,6.00,0.00,0.00,33.48,50.64,100.45,23.49,7.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.42,60.88,89.05,477.21,0.00,0.00,0.00,0.00,89.05,477.21,0.00,0.00,
-38.02,70.72,38.02,0.00,7.00,1.00,3.00,2.00,1.00,0.00,0.00,6.00,0.00,1.00,37.69,87.95,131.92,17.26,7.53,1.00,0.00,0.00,52.54,352.08,157.62,1056.25,301.30,55.15,121.77,642.32,26.27,176.04,26.27,528.13,121.77,642.32,11.82,48.90,
75.99,70.75,40.13,116.12,8.00,2.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,2.00,35.74,74.82,142.97,13.88,7.02,1.00,0.00,0.00,131.44,717.16,394.31,2151.47,276.72,50.40,140.76,709.23,65.72,358.58,65.72,1075.73,140.76,709.23,9.01,60.43,
260.68,71.70,26.66,287.34,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,3.00,29.27,36.34,87.81,18.18,8.64,2.00,1.00,0.00,34.90,196.43,104.69,589.30,251.81,41.11,85.53,438.16,17.45,98.22,17.45,294.65,85.53,438.16,14.88,85.74,
56.55,71.62,31.33,87.88,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,30.47,35.42,91.42,18.93,8.51,1.00,0.00,0.00,121.53,545.23,364.58,1635.69,228.57,43.04,105.86,468.40,60.76,272.62,60.76,817.85,105.86,468.40,7.45,31.88,
221.15,72.37,31.87,253.02,5.00,2.00,2.00,1.00,1.00,0.00,0.00,4.00,0.00,2.00,14.84,18.36,37.09,45.71,4.86,1.00,0.00,0.00,62.39,194.31,187.17,582.94,168.43,32.10,52.70,214.74,31.19,97.16,31.19,291.47,52.70,214.74,6.97,32.76,
46.34,72.24,19.57,65.91,4.00,0.00,2.00,1.00,3.00,1.00,1.00,1.00,0.00,5.00,11.82,15.77,23.65,52.87,4.28,3.00,1.00,1.00,0.00,0.00,0.00,0.00,227.77,39.66,36.24,189.34,0.00,0.00,0.00,0.00,36.24,189.34,23.82,124.00,
-5.22,71.85,5.22,0.00,6.00,1.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,5.00,21.26,26.63,63.79,31.77,6.37,4.00,2.00,1.00,26.33,120.03,79.00,360.08,225.70,36.50,63.37,338.34,13.17,60.01,13.17,180.04,63.37,338.34,46.94,255.86,
10.46,71.54,14.71,25.17,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,2.00,36.65,42.53,109.95,5.70,10.72,2.00,1.00,0.00,0.00,0.00,0.00,0.00,268.96,42.68,75.02,385.61,0.00,0.00,0.00,0.00,75.02,385.61,19.81,73.70,
-41.27,70.98,41.27,0.00,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,20.93,24.84,62.80,30.28,6.62,2.00,1.00,0.00,30.82,114.20,92.45,342.61,164.09,28.02,65.25,313.91,15.41,57.10,15.41,171.31,65.25,313.91,26.45,103.44,
4.46,70.65,39.92,44.38,7.00,3.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,12.03,19.32,42.12,37.66,4.62,2.00,1.00,0.00,107.27,567.38,321.81,1702.14,166.78,25.65,79.21,435.89,53.64,283.69,53.64,851.07,79.21,435.89,22.77,94.40,
212.52,71.36,32.54,245.06,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,13.17,26.09,39.52,42.58,4.57,3.00,1.00,1.00,21.04,104.85,63.11,314.56,182.15,29.89,50.84,285.03,10.52,52.43,10.52,157.28,50.84,285.03,27.20,122.55,
2.65,71.01,19.74,22.38,7.00,1.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,1.00,23.88,34.89,83.58,31.47,5.50,1.00,0.00,0.00,48.03,322.08,144.09,966.25,196.94,33.67,66.85,376.57,24.02,161.04,24.02,483.12,66.85,376.57,7.40,20.36,
86.15,71.09,20.72,106.87,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,25.44,41.09,76.32,27.31,7.12,2.00,1.00,0.00,23.46,210.44,70.37,631.33,117.77,25.43,52.90,236.46,11.73,105.22,11.73,315.67,52.90,236.46,24.76,64.15,
12.46,70.80,42.79,55.25,7.00,2.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,28.56,68.97,99.96,29.08,5.85,2.00,1.00,0.00,43.36,133.73,130.07,401.19,150.04,31.59,72.25,279.65,21.68,66.86,21.68,200.59,72.25,279.65,33.76,83.55,
36.37,70.62,33.11,69.48,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,33.78,69.56,101.35,17.75,8.71,2.00,1.00,0.00,23.53,111.86,70.59,335.59,191.42,43.15,83.80,323.29,11.77,55.93,11.77,167.79,83.80,323.29,40.25,120.96,
-52.35,70.01,52.35,0.00,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,43.19,117.84,172.75,2.18,8.48,3.00,1.00,1.00,99.78,294.21,299.34,882.63,186.08,42.09,130.87,496.34,49.89,147.11,49.89,441.32,130.87,496.34,69.84,201.32,
99.37,70.16,67.82,167.19,8.00,2.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,45.45,94.89,181.79,-5.72,9.46,4.00,2.00,1.00,101.48,520.08,304.43,1560.23,187.99,40.83,141.61,587.35,50.74,260.04,50.74,780.12,141.61,587.35,64.76,236.33,
127.46,70.44,62.13,189.59,8.00,3.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,7.00,43.53,88.15,174.12,-5.13,9.39,5.00,2.00,1.00,155.97,585.99,467.91,1757.97,168.09,41.61,143.97,515.97,77.98,292.99,77.98,878.98,143.97,515.97,97.10,322.69,
199.37,71.09,69.89,269.26,7.00,3.00,3.00,2.00,6.00,2.00,3.00,1.00,1.00,6.00,28.94,44.80,101.29,16.41,7.66,5.00,2.00,1.00,144.56,499.83,433.69,1499.49,163.71,40.70,112.69,397.93,72.28,249.92,72.28,749.75,112.69,397.93,89.68,263.91,
159.70,71.53,44.13,203.82,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,3.00,26.20,32.99,78.59,24.78,7.54,2.00,1.00,0.00,0.00,0.00,0.00,0.00,204.68,45.25,66.09,264.14,0.00,0.00,0.00,0.00,66.09,264.14,28.19,100.39,
-10.49,71.12,10.49,0.00,5.00,2.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,3.00,23.49,21.63,58.73,35.34,6.93,2.00,1.00,0.00,90.08,326.42,270.24,979.27,165.96,29.77,61.17,256.19,45.04,163.21,45.04,489.64,61.17,256.19,35.84,108.75,
109.05,71.31,21.40,130.45,4.00,0.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,2.00,13.95,19.93,27.90,45.59,6.10,2.00,1.00,0.00,0.00,0.00,0.00,0.00,105.91,23.18,26.18,99.52,0.00,0.00,0.00,0.00,26.18,99.52,16.17,64.86,
-17.61,70.86,17.61,0.00,5.00,0.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,4.00,19.03,33.38,47.57,40.10,5.98,4.00,2.00,1.00,0.00,0.00,0.00,0.00,169.06,30.52,43.66,200.30,0.00,0.00,0.00,0.00,43.66,200.30,40.51,182.14,
-30.10,70.36,30.10,0.00,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,6.00,31.24,53.40,109.35,23.58,6.63,5.00,2.00,1.00,65.00,282.91,194.99,848.74,201.10,30.85,75.57,389.62,32.50,141.46,32.50,424.37,75.57,389.62,59.79,291.22,
56.21,70.29,46.52,102.74,7.00,0.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,28.21,36.95,98.74,26.34,6.24,4.00,2.00,1.00,0.00,0.00,0.00,0.00,211.99,31.28,70.40,393.33,0.00,0.00,0.00,0.00,70.40,393.33,44.40,244.89,
-43.86,69.72,43.86,0.00,9.00,3.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,6.00,33.29,67.70,149.80,13.03,6.33,5.00,2.00,1.00,93.77,317.36,281.32,952.07,183.56,30.34,114.32,569.55,46.89,158.68,46.89,476.04,114.32,569.55,76.30,359.89,
111.92,69.93,44.43,156.34,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,29.66,43.56,118.63,17.78,6.53,3.00,1.00,1.00,122.17,830.97,366.50,2492.91,195.09,31.52,108.70,628.14,61.08,415.48,61.08,1246.45,108.70,628.14,50.12,332.89,
91.68,70.04,52.22,143.90,8.00,3.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,1.00,30.09,49.47,120.37,16.22,6.72,1.00,0.00,0.00,130.21,769.23,390.63,2307.69,166.89,27.89,104.58,548.10,65.10,384.61,65.10,1153.84,104.58,548.10,28.26,147.85,
163.61,70.51,53.78,217.39,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,1.00,2.00,16.52,20.70,57.82,46.06,3.42,2.00,1.00,0.00,46.61,159.32,139.83,477.95,147.66,27.27,68.91,298.60,23.31,79.66,23.31,238.97,68.91,298.60,11.00,65.78,
26.54,70.29,22.28,48.82,8.00,4.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,2.00,25.69,39.84,102.75,24.67,5.67,2.00,1.00,0.00,103.12,443.47,309.36,1330.42,142.18,25.80,84.49,379.50,51.56,221.74,51.56,665.21,84.49,379.50,18.17,46.18,
51.21,70.19,43.57,94.78,6.00,3.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,31.22,39.19,93.65,22.02,8.00,2.00,1.00,0.00,101.56,412.19,304.68,1236.56,145.39,29.38,80.76,323.72,50.78,206.09,50.78,618.28,80.76,323.72,23.34,96.46,
131.25,70.50,37.44,168.69,5.00,1.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,3.00,24.30,30.32,60.74,34.05,7.19,3.00,1.00,1.00,19.84,67.91,59.52,203.72,193.75,45.04,57.76,226.31,9.92,33.95,9.92,101.86,57.76,226.31,38.55,131.67,
0.80,70.15,19.19,20.00,5.00,0.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,3.00,17.53,18.87,43.82,40.45,5.91,3.00,1.00,1.00,0.00,0.00,0.00,0.00,160.37,40.09,55.39,208.34,0.00,0.00,0.00,0.00,55.39,208.34,37.01,140.47,
-17.21,69.71,17.21,0.00,5.00,2.00,2.00,1.00,5.00,1.00,2.00,0.00,0.00,5.00,11.69,13.24,29.23,43.30,5.34,4.00,2.00,1.00,98.99,366.18,296.97,1098.53,146.39,28.15,62.44,257.12,49.49,183.09,49.49,549.26,62.44,257.12,58.58,241.83,
157.78,70.15,25.31,183.10,4.00,0.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,3.00,9.02,8.13,18.04,55.92,3.52,2.00,1.00,0.00,0.00,0.00,0.00,0.00,130.58,24.81,24.36,120.71,0.00,0.00,0.00,0.00,24.36,120.71,11.03,69.80,
-14.28,69.73,14.28,0.00,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,4.00,9.18,11.05,27.54,45.90,4.02,3.00,1.00,1.00,0.00,0.00,0.00,0.00,104.81,19.03,36.65,181.70,0.00,0.00,0.00,0.00,36.65,181.70,15.37,95.53,
-24.30,69.26,24.30,0.00,8.00,2.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,5.00,24.13,37.88,96.51,25.00,5.63,4.00,2.00,1.00,54.76,324.16,164.29,972.47,111.11,18.82,63.18,320.66,27.38,162.08,27.38,486.23,63.18,320.66,32.20,184.53,
69.71,69.26,32.63,102.33,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,27.67,41.57,110.70,32.33,4.71,4.00,2.00,1.00,36.13,209.82,108.38,629.47,129.83,20.75,59.82,307.21,18.06,104.91,18.06,314.73,59.82,307.21,27.48,169.55,
55.77,69.19,25.55,81.32,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,2.00,36.01,47.12,126.03,15.67,7.76,2.00,1.00,0.00,57.75,185.09,173.25,555.26,194.67,26.83,67.70,344.32,28.87,92.54,28.87,277.63,67.70,344.32,13.29,102.50,
53.87,69.12,42.11,95.98,5.00,1.00,2.00,1.00,5.00,1.00,2.00,0.00,0.00,4.00,26.17,26.19,65.42,29.06,8.19,4.00,2.00,1.00,15.32,113.69,45.95,341.07,261.77,36.20,48.09,279.52,7.66,56.84,7.66,170.53,48.09,279.52,31.57,205.49,
-19.81,68.67,36.84,17.03,6.00,1.00,3.00,2.00,6.00,2.00,3.00,0.00,1.00,4.00,30.37,35.05,91.12,17.59,8.73,4.00,2.00,1.00,47.41,236.31,142.23,708.93,261.76,36.71,68.14,371.85,23.70,118.15,23.70,354.46,68.14,371.85,33.97,185.89,
8.94,68.37,40.61,49.56,6.00,1.00,3.00,2.00,6.00,2.00,3.00,0.00,0.00,5.00,30.51,39.57,91.52,19.54,8.41,5.00,2.00,1.00,30.73,118.79,92.20,356.36,236.92,28.98,56.69,327.95,15.37,59.39,15.37,178.18,56.69,327.95,50.14,269.32,
-6.38,68.00,38.38,31.99,6.00,0.00,3.00,2.00,6.00,2.00,3.00,0.00,0.00,7.00,33.42,50.70,100.25,16.43,8.93,5.00,2.00,1.00,0.00,0.00,0.00,0.00,252.06,42.32,62.53,328.61,0.00,0.00,0.00,0.00,62.53,328.61,55.49,283.23,
-48.97,67.41,48.97,0.00,7.00,2.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,9.00,42.53,54.62,148.85,4.79,9.32,6.00,3.00,2.00,59.36,337.76,178.08,1013.28,250.21,38.05,82.38,456.89,29.68,168.88,29.68,506.64,82.38,456.89,75.32,397.38,
81.91,67.49,58.37,140.28,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,7.00,26.51,34.15,79.53,36.84,5.53,4.00,2.00,1.00,0.00,0.00,0.00,0.00,225.49,39.02,59.57,307.09,0.00,0.00,0.00,0.00,59.57,307.09,55.42,274.46,
-32.95,66.99,32.95,0.00,7.00,0.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,10.00,20.46,38.97,71.61,35.01,5.00,6.00,3.00,2.00,0.00,0.00,0.00,0.00,252.72,52.38,99.88,457.47,0.00,0.00,0.00,0.00,99.88,457.47,98.55,445.61,
-27.51,66.51,27.51,0.00,9.00,3.00,4.00,3.00,7.00,2.00,3.00,2.00,0.00,10.00,31.82,57.39,143.19,17.69,5.81,7.00,3.00,2.00,150.54,741.19,451.63,2223.58,237.07,48.11,155.58,722.64,75.27,370.60,75.27,1111.79,155.58,722.64,140.21,657.19,
287.74,67.62,33.19,320.93,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,29.97,43.94,104.90,17.65,7.48,3.00,1.00,1.00,103.80,439.88,311.40,1319.65,273.86,55.54,120.38,533.77,51.90,219.94,51.90,659.82,120.38,533.77,72.96,317.25,
175.21,68.16,51.28,226.49,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,31.52,38.18,94.56,16.29,8.95,2.00,1.00,0.00,0.00,0.00,0.00,0.00,303.94,57.06,89.21,418.40,0.00,0.00,0.00,0.00,89.21,418.40,34.38,153.06,
-53.81,67.55,53.81,0.00,8.00,0.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,31.67,49.32,126.70,9.92,7.51,2.00,1.00,0.00,0.00,0.00,0.00,0.00,242.47,44.67,119.58,565.18,0.00,0.00,0.00,0.00,119.58,565.18,42.59,204.95,
-54.06,66.94,54.06,0.00,9.00,3.00,4.00,3.00,4.00,1.00,2.00,5.00,2.00,4.00,34.36,60.71,154.63,3.41,7.40,3.00,1.00,1.00,111.22,510.45,333.67,1531.35,225.91,43.05,156.61,724.36,55.61,255.22,55.61,765.67,156.61,724.36,49.68,219.94,
134.51,67.28,66.59,201.10,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,6.00,33.40,58.01,133.59,2.01,8.50,4.00,2.00,1.00,245.88,1172.02,737.64,3516.07,299.70,54.83,178.75,859.90,122.94,586.01,122.94,1758.04,178.75,859.90,87.50,397.58,
403.39,68.96,67.99,471.38,7.00,0.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,6.00,24.73,37.75,86.55,17.64,7.48,4.00,2.00,1.00,0.00,0.00,0.00,0.00,238.91,41.75,85.78,425.28,0.00,0.00,0.00,0.00,85.78,425.28,44.10,199.28,
-51.50,68.35,51.50,0.00,9.00,2.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,6.00,32.23,69.84,145.05,2.29,7.52,4.00,2.00,1.00,77.47,307.87,232.41,923.60,230.82,39.13,132.60,665.14,38.73,153.93,38.73,461.80,132.60,665.14,70.62,350.56,
